reference;partName;_HID;symbolName;sheetNumber;_DEST;noMount;trimOption;nominal_value;dim_nominal_value;ref_voltage_divider;fac_voltage_divider;des_voltage_divider
C9555;1267370771;sht16.cmp4572;c_sym_1.smb;016;;NO;;;;;;
C9570;1267370606;sht16.cmp4872;c_sym_1.smb;016;;NO;;;;;;
C9600;1267370782;sht16.cmp4823;c_sym_1.smb;016;;NO;;;;;;
C9601;1267370640;sht16.cmp4538;c_sym_1.smb;016;;NO;;;;;;
C9602;1267370527;sht16.cmp4405;c_sym_1.smb;016;;NO;;;;;;
C9603;1267370747;sht16.cmp4515;c_sym_1.smb;016;;NO;;;;;;
C9605;1267370907;sht16.cmp4980;c_sym_1.smb;016;;NO;;;;;;
C9607;1267370527;sht16.cmp4526;c_sym_1.smb;016;;NO;;;;;;
C9608;1267370594;sht16.cmp4493;c_sym_1.smb;016;;NO;;;;;;
C9611;1267370666;sht16.cmp4370;c_sym_1.smb;016;;NO;;;;;;
C9612;1267370577;sht16.cmp4350;c_sym_1.smb;016;;NO;;;;;;
C9616;1267370666;sht16.cmp4369;c_sym_1.smb;016;;NO;;;;;;
C9617;1267370577;sht16.cmp4422;c_sym_1.smb;016;;NO;;;;;;
C9621;1267370666;sht16.cmp4438;c_sym_1.smb;016;;NO;;;;;;
C9622;1267370577;sht16.cmp4521;c_sym_1.smb;016;;NO;;;;;;
C9631;1267370640;sht16.cmp4630;c_sym_1.smb;016;;NO;;;;;;
C9632;1267370527;sht16.cmp4484;c_sym_1.smb;016;;NO;;;;;;
C9633;1267370747;sht16.cmp4528;c_sym_1.smb;016;;NO;;;;;;
C9636;1267370907;sht16.cmp4981;c_sym_1.smb;016;;NO;;;;;;
C9637;1267370527;sht16.cmp4597;c_sym_1.smb;016;;NO;;;;;;
C9638;1267370594;sht16.cmp4590;c_sym_1.smb;016;;NO;;;;;;
C9641;1267370666;sht16.cmp4468;c_sym_1.smb;016;;NO;;;;;;
C9642;1267370577;sht16.cmp4354;c_sym_1.smb;016;;NO;;;;;;
C9646;1267370666;sht16.cmp4399;c_sym_1.smb;016;;NO;;;;;;
C9647;1267370577;sht16.cmp4646;c_sym_1.smb;016;;NO;;;;;;
C9651;1267370666;sht16.cmp4540;c_sym_1.smb;016;;NO;;;;;;
C9652;1267370577;sht16.cmp4563;c_sym_1.smb;016;;NO;;;;;;
C9660;1267370606;sht16.cmp4458;c_sym_1.smb;016;;NO;;;;;;
C9680;1267370606;sht16.cmp4349;c_sym_1.smb;016;;NO;;;;;;
C0A01;1267370010;sht4.cmp692;c_sym_1.smb;004;;NO;;;;;;
C0A02;1267370010;sht4.cmp672;c_sym_1.smb;004;;NO;;;;;;
C0A03;1267370010;sht4.cmp681;c_sym_1.smb;004;;NO;;;;;;
C0A04;1267370010;sht5.cmp1281;c_sym_1.smb;005;;NO;;;;;;
C0A08;1267370010;sht4.cmp675;c_sym_1.smb;004;;NO;;;;;;
C0A13;1267370902;sht9.cmp1654;c_sym_1.smb;009;;NO;;;;;;
C0A14;1267370568;sht9.cmp964;c_sym_1.smb;009;;NO;;;;;;
C0A15;1267370902;sht4.cmp906;c_sym_1.smb;004;;NO;;;;;;
C0A16;1267370010;sht2.cmp2736;c_sym_1.smb;002;;NO;;;;;;
C0A17;1267370010;sht2.cmp2723;c_sym_1.smb;002;;NO;;;;;;
C0A18;1267370010;sht2.cmp2722;c_sym_1.smb;002;;NO;;;;;;
C0A19;1267370010;sht2.cmp2750;c_sym_1.smb;002;;NO;;;;;;
C0A20;1267370010;sht4.cmp674;c_sym_1.smb;004;;NO;;;;;;
C0A21;1267370010;sht2.cmp2739;c_sym_1.smb;002;;NO;;;;;;
C0A22;1267370010;sht2.cmp2744;c_sym_1.smb;002;;NO;;;;;;
C0A23;1267370010;sht2.cmp2721;c_sym_1.smb;002;;NO;;;;;;
C0A24;1267370010;sht2.cmp2724;c_sym_1.smb;002;;NO;;;;;;
C0A25;1267370902;sht5.cmp1033;c_sym_1.smb;005;;NO;;;;;;
C0A26;1267370568;sht9.cmp961;c_sym_1.smb;009;;NO;;;;;;
C0A27;1267370902;sht5.cmp1180;c_sym_1.smb;005;;NO;;;;;;
C0A28;1267370902;sht4.cmp901;c_sym_1.smb;004;;NO;;;;;;
C0A34;1267370010;sht2.cmp2731;c_sym_1.smb;002;;NO;;;;;;
C0A35;1267370010;sht12.cmp2215;c_sym_1.smb;012;;NO;;;;;;
C0A37;1267370010;sht2.cmp2730;c_sym_1.smb;002;;NO;;;;;;
C0A38;1267370010;sht5.cmp1464;c_sym_1.smb;005;;NO;;;;;;
C0A41;1267370010;sht2.cmp2748;c_sym_1.smb;002;;NO;;;;;;
C0A42;1267370902;sht9.cmp1701;c_sym_1.smb;009;;NO;;;;;;
C0A44;1267370010;sht14.cmp2310;c_sym_1.smb;014;;NO;;;;;;
C0A45;1267370010;sht2.cmp2726;c_sym_1.smb;002;;NO;;;;;;
C0A46;1267370902;sht9.cmp1684;c_sym_1.smb;009;;NO;;;;;;
C0A48;1267370010;sht14.cmp2336;c_sym_1.smb;014;;NO;;;;;;
C0A49;1267370010;sht2.cmp2371;c_sym_1.smb;002;;NO;;;;;;
C0A50;1267370010;sht2.cmp2470;c_sym_1.smb;002;;NO;;;;;;
C0A51;1267370010;sht13.cmp2209;c_sym_1.smb;013;;NO;;;;;;
C0A52;1267370010;sht13.cmp2298;c_sym_1.smb;013;;NO;;;;;;
C0A53;1267370010;sht2.cmp2368;c_sym_1.smb;002;;NO;;;;;;
C0A54;1267370010;sht2.cmp2373;c_sym_1.smb;002;;NO;;;;;;
C0A55;1267370010;sht13.cmp2250;c_sym_1.smb;013;;NO;;;;;;
C0A56;1267370010;sht13.cmp2308;c_sym_1.smb;013;;NO;;;;;;
C0B01;1267370010;sht4.cmp689;c_sym_1.smb;004;;NO;;;;;;
C0B02;1267370010;sht4.cmp684;c_sym_1.smb;004;;NO;;;;;;
C0B03;1267370010;sht3.cmp1796;c_sym_1.smb;003;;NO;;;;;;
C0B04;1267370577;sht3.cmp1921;c_sym_1.smb;003;;YES;;;;;;
C0B09;1267370010;sht5.cmp1029;c_sym_1.smb;005;;NO;;;;;;
C0B10;1267370010;sht4.cmp685;c_sym_1.smb;004;;NO;;;;;;
C0B11;1267370010;sht4.cmp673;c_sym_1.smb;004;;NO;;;;;;
C0B12;1267370010;sht4.cmp671;c_sym_1.smb;004;;NO;;;;;;
C0B17;1267370010;sht2.cmp2490;c_sym_1.smb;002;;NO;;;;;;
C0B18;1267370568;sht9.cmp963;c_sym_1.smb;009;;NO;;;;;;
C0B19;1267370902;sht9.cmp1512;c_sym_1.smb;009;;NO;;;;;;
C0B20;1267370902;sht5.cmp1032;c_sym_1.smb;005;;NO;;;;;;
C0B22;1267370010;sht2.cmp2521;c_sym_1.smb;002;;NO;;;;;;
C0B23;1267370010;sht2.cmp2534;c_sym_1.smb;002;;NO;;;;;;
C0B24;1267370010;sht2.cmp2486;c_sym_1.smb;002;;NO;;;;;;
C0B25;1267370902;sht5.cmp1142;c_sym_1.smb;005;;NO;;;;;;
C0B27;1267370902;sht5.cmp1065;c_sym_1.smb;005;;NO;;;;;;
C0B28;1267370010;sht2.cmp2513;c_sym_1.smb;002;;NO;;;;;;
C0B31;1267370010;sht9.cmp1501;c_sym_1.smb;009;;NO;;;;;;
C0B33;1267370010;sht2.cmp2507;c_sym_1.smb;002;;NO;;;;;;
C0B37;1267370902;sht5.cmp1069;c_sym_1.smb;005;;NO;;;;;;
C0B44;1267370010;sht14.cmp2281;c_sym_1.smb;014;;NO;;;;;;
C0B46;1267370010;sht11.cmp2883;c_sym_1.smb;011;;NO;;;;;;
C0B48;1267370010;sht14.cmp2333;c_sym_1.smb;014;;NO;;;;;;
C0B51;1267370010;sht14.cmp2400;c_sym_1.smb;014;;NO;;;;;;
C0B52;1267370010;sht14.cmp2435;c_sym_1.smb;014;;NO;;;;;;
C0B54;1267370010;sht11.cmp2858;c_sym_1.smb;011;;NO;;;;;;
C0B55;1267370010;sht14.cmp2388;c_sym_1.smb;014;;NO;;;;;;
C0B56;1267370010;sht14.cmp2414;c_sym_1.smb;014;;NO;;;;;;
C0C01;1267370010;sht4.cmp677;c_sym_1.smb;004;;NO;;;;;;
C0C02;1267370010;sht5.cmp1014;c_sym_1.smb;005;;NO;;;;;;
C0C03;1267370010;sht5.cmp1086;c_sym_1.smb;005;;NO;;;;;;
C0C04;1267370010;sht4.cmp821;c_sym_1.smb;004;;NO;;;;;;
C0C13;1267370902;sht9.cmp1510;c_sym_1.smb;009;;NO;;;;;;
C0C14;1267370902;sht5.cmp1057;c_sym_1.smb;005;;NO;;;;;;
C0C15;1267370902;sht9.cmp1652;c_sym_1.smb;009;;NO;;;;;;
C0C16;1267370902;sht5.cmp1431;c_sym_1.smb;005;;NO;;;;;;
C0C17;1267370010;sht2.cmp2647;c_sym_1.smb;002;;NO;;;;;;
C0C18;1267370010;sht2.cmp2516;c_sym_1.smb;002;;NO;;;;;;
C0C19;1267370010;sht2.cmp2672;c_sym_1.smb;002;;NO;;;;;;
C0C20;1267370010;sht2.cmp2737;c_sym_1.smb;002;;NO;;;;;;
C0C21;1267370010;sht2.cmp2743;c_sym_1.smb;002;;NO;;;;;;
C0C22;1267370010;sht2.cmp2502;c_sym_1.smb;002;;NO;;;;;;
C0C23;1267370010;sht5.cmp1454;c_sym_1.smb;005;;NO;;;;;;
C0C25;1267370010;sht4.cmp676;c_sym_1.smb;004;;NO;;;;;;
C0C26;1267370010;sht5.cmp1027;c_sym_1.smb;005;;NO;;;;;;
C0C27;1267370010;sht4.cmp682;c_sym_1.smb;004;;NO;;;;;;
C0C28;1267370010;sht4.cmp688;c_sym_1.smb;004;;NO;;;;;;
C0C37;1267370010;sht13.cmp2071;c_sym_1.smb;013;;NO;;;;;;
C0C38;1267370010;sht13.cmp1878;c_sym_1.smb;013;;NO;;;;;;
C0C39;1267370010;sht13.cmp1870;c_sym_1.smb;013;;NO;;;;;;
C0C41;1267370010;sht12.cmp2201;c_sym_1.smb;012;;NO;;;;;;
C0C42;1267370010;sht12.cmp2199;c_sym_1.smb;012;;NO;;;;;;
C0C43;1267370010;sht12.cmp2118;c_sym_1.smb;012;;NO;;;;;;
C0C44;1267370010;sht11.cmp2625;c_sym_1.smb;011;;NO;;;;;;
C0C45;1267370010;sht12.cmp2186;c_sym_1.smb;012;;NO;;;;;;
C0C46;1267370010;sht12.cmp2234;c_sym_1.smb;012;;NO;;;;;;
C0C47;1267370010;sht15.cmp3476;c_sym_1.smb;015;;NO;;;;;;
C0C48;1267370010;sht12.cmp1928;c_sym_1.smb;012;;NO;;;;;;
C0C49;1267370010;sht12.cmp2241;c_sym_1.smb;012;;NO;;;;;;
C0C50;1267370010;sht12.cmp2226;c_sym_1.smb;012;;NO;;;;;;
C0C51;1267370010;sht12.cmp2122;c_sym_1.smb;012;;NO;;;;;;
C0C52;1267370010;sht12.cmp2194;c_sym_1.smb;012;;NO;;;;;;
C0C53;1267370010;sht12.cmp2218;c_sym_1.smb;012;;NO;;;;;;
C0C54;1267370010;sht12.cmp2225;c_sym_1.smb;012;;NO;;;;;;
C0C55;1267370010;sht15.cmp3491;c_sym_1.smb;015;;NO;;;;;;
C0C56;1267370010;sht12.cmp2189;c_sym_1.smb;012;;NO;;;;;;
C0D01;1267370010;sht4.cmp686;c_sym_1.smb;004;;NO;;;;;;
C0D02;1267370010;sht5.cmp1012;c_sym_1.smb;005;;NO;;;;;;
C0D03;1267370010;sht4.cmp680;c_sym_1.smb;004;;NO;;;;;;
C0D04;1267370010;sht9.cmp969;c_sym_1.smb;009;;NO;;;;;;
C0D09;1267370010;sht6.cmp739;c_sym_1.smb;006;;NO;;;;;;
C0D10;1267370010;sht6.cmp789;c_sym_1.smb;006;;NO;;;;;;
C0D13;1267370010;sht6.cmp738;c_sym_1.smb;006;;NO;;;;;;
C0D14;1267370010;sht6.cmp740;c_sym_1.smb;006;;NO;;;;;;
C0D15;1267370902;sht5.cmp1269;c_sym_1.smb;005;;NO;;;;;;
C0D16;1267370902;sht5.cmp1321;c_sym_1.smb;005;;NO;;;;;;
C0D17;1267370010;sht2.cmp2662;c_sym_1.smb;002;;NO;;;;;;
C0D18;1267370010;sht2.cmp2663;c_sym_1.smb;002;;NO;;;;;;
C0D19;1267370010;sht2.cmp2674;c_sym_1.smb;002;;NO;;;;;;
C0D20;1267370010;sht2.cmp2675;c_sym_1.smb;002;;NO;;;;;;
C0D21;1267370010;sht2.cmp2670;c_sym_1.smb;002;;NO;;;;;;
C0D22;1267370010;sht2.cmp2677;c_sym_1.smb;002;;NO;;;;;;
C0D23;1267370010;sht2.cmp2654;c_sym_1.smb;002;;NO;;;;;;
C0D24;1267370010;sht2.cmp2658;c_sym_1.smb;002;;NO;;;;;;
C0D25;1267370902;sht5.cmp1058;c_sym_1.smb;005;;NO;;;;;;
C0D26;1267370902;sht4.cmp863;c_sym_1.smb;004;;NO;;;;;;
C0D27;1267370568;sht9.cmp1475;c_sym_1.smb;009;;NO;;;;;;
C0D28;1267370902;sht5.cmp1182;c_sym_1.smb;005;;NO;;;;;;
C0D33;8909003924;sht6.cmp1071;c_sym_1.smb;006;;NO;;;;;;
C0D35;1267370010;sht16.cmp4631;c_sym_1.smb;016;;NO;;;;;;
C0D36;1267370010;sht16.cmp4577;c_sym_1.smb;016;;NO;;;;;;
C0D37;8909003924;sht6.cmp1069;c_sym_1.smb;006;;NO;;;;;;
C0D38;8909003924;sht6.cmp1096;c_sym_1.smb;006;;NO;;;;;;
C0D39;1267370010;sht16.cmp4611;c_sym_1.smb;016;;NO;;;;;;
C0D40;1267370010;sht16.cmp4621;c_sym_1.smb;016;;NO;;;;;;
C0D41;8909003924;sht6.cmp1082;c_sym_1.smb;006;;NO;;;;;;
C0D43;1267370010;sht16.cmp4588;c_sym_1.smb;016;;NO;;;;;;
C0D44;1267370010;sht16.cmp4599;c_sym_1.smb;016;;NO;;;;;;
C0D45;8909003924;sht6.cmp1062;c_sym_1.smb;006;;NO;;;;;;
C0D46;8909003924;sht6.cmp1100;c_sym_1.smb;006;;NO;;;;;;
C0D49;1267370010;sht14.cmp1910;c_sym_1.smb;014;;NO;;;;;;
C0D51;1267370010;sht16.cmp4566;c_sym_1.smb;016;;NO;;;;;;
C0D53;1267370010;sht14.cmp1926;c_sym_1.smb;014;;NO;;;;;;
C0D56;1267370010;sht16.cmp4552;c_sym_1.smb;016;;NO;;;;;;
C0E01;1267370010;sht6.cmp1011;c_sym_1.smb;006;;NO;;;;;;
C0E03;1267370598;sht3.cmp1221;c_sym_1.smb;003;;YES;;;;;;
C0E04;1267370598;sht3.cmp1220;c_sym_1.smb;003;;YES;;;;;;
C0E07;1267370010;sht3.cmp2043;c_sym_1.smb;003;;NO;;;;;;
C0E08;1267370010;sht3.cmp2044;c_sym_1.smb;003;;NO;;;;;;
C0E10;1267370010;sht4.cmp687;c_sym_1.smb;004;;NO;;;;;;
C0E11;1267370010;sht7.cmp1756;c_sym_1.smb;007;;NO;;;;;;
C0E12;1267370010;sht7.cmp1826;c_sym_1.smb;007;;NO;;;;;;
C0E13;1267370010;sht2.cmp2484;c_sym_1.smb;002;;NO;;;;;;
C0E14;1267370010;sht8.cmp1816;c_sym_1.smb;008;;NO;;;;;;
C0E15;1267370010;sht7.cmp1798;c_sym_1.smb;007;;NO;;;;;;
C0E16;1267370010;sht7.cmp1939;c_sym_1.smb;007;;NO;;;;;;
C0E18;1267370010;sht8.cmp1787;c_sym_1.smb;008;;NO;;;;;;
C0E19;1267370010;sht8.cmp1947;c_sym_1.smb;008;;NO;;;;;;
C0E20;1267370010;sht8.cmp1823;c_sym_1.smb;008;;NO;;;;;;
C0E23;1267370010;sht9.cmp978;c_sym_1.smb;009;;NO;;;;;;
C0E24;8909004939;sht9.cmp1566;c_sym_1.smb;009;;NO;;;;;;
C0E26;1267370041;sht9.cmp1140;c_sym_1.smb;009;;NO;;;;;;
C0E27;8909004939;sht9.cmp1571;c_sym_1.smb;009;;NO;;;;;;
C0E30;1267370010;sht4.cmp690;c_sym_1.smb;004;;NO;;;;;;
C0E31;1267370010;sht9.cmp972;c_sym_1.smb;009;;NO;;;;;;
C0E33;1267370010;sht2.cmp2375;c_sym_1.smb;002;;NO;;;;;;
C0E34;1267370010;sht11.cmp2761;c_sym_1.smb;011;;NO;;;;;;
C0E36;1267370010;sht12.cmp2011;c_sym_1.smb;012;;NO;;;;;;
C0E37;1267370010;sht13.cmp1784;c_sym_1.smb;013;;NO;;;;;;
C0E38;1267370010;sht2.cmp2370;c_sym_1.smb;002;;NO;;;;;;
C0E39;1267370010;sht11.cmp2561;c_sym_1.smb;011;;NO;;;;;;
C0E40;1267370010;sht11.cmp2582;c_sym_1.smb;011;;NO;;;;;;
C0E41;1267370010;sht11.cmp2634;c_sym_1.smb;011;;NO;;;;;;
C0E42;1267370010;sht11.cmp2623;c_sym_1.smb;011;;NO;;;;;;
C0E43;1267370010;sht11.cmp2803;c_sym_1.smb;011;;NO;;;;;;
C0E44;1267370010;sht14.cmp1920;c_sym_1.smb;014;;NO;;;;;;
C0E45;1267370010;sht11.cmp2602;c_sym_1.smb;011;;NO;;;;;;
C0E46;1267370010;sht12.cmp1982;c_sym_1.smb;012;;NO;;;;;;
C0E47;1267370010;sht15.cmp3532;c_sym_1.smb;015;;NO;;;;;;
C0E48;1267370010;sht14.cmp1911;c_sym_1.smb;014;;NO;;;;;;
C0E49;1267370010;sht11.cmp2843;c_sym_1.smb;011;;NO;;;;;;
C0E50;1267370010;sht11.cmp2838;c_sym_1.smb;011;;NO;;;;;;
C0E51;1267370010;sht15.cmp3239;c_sym_1.smb;015;;NO;;;;;;
C0E52;1267370010;sht13.cmp1798;c_sym_1.smb;013;;NO;;;;;;
C0E53;1267370010;sht11.cmp2615;c_sym_1.smb;011;;NO;;;;;;
C0E54;1267370010;sht11.cmp2797;c_sym_1.smb;011;;NO;;;;;;
C0E55;1267370010;sht15.cmp3305;c_sym_1.smb;015;;NO;;;;;;
C0E56;1267370010;sht13.cmp1912;c_sym_1.smb;013;;NO;;;;;;
C0F01;1267362133;sht1.cmp5170;c_sym_1.smb;001;;NO;;;;;;
C0F07;1267362133;sht1.cmp3537;c_sym_1.smb;001;;NO;;;;;;
C0F09;1267362133;sht1.cmp5197;c_sym_1.smb;001;;NO;;;;;;
C0F10;1267370577;sht3.cmp1652;c_sym_1.smb;003;;YES;;;;;;
C0F11;8905502192;sht3.cmp1136;var_sym_1.smb;003;;YES;;;;;;
C0F13;8905502192;sht3.cmp1135;var_sym_1.smb;003;;YES;;;;;;
C0F15;1267362133;sht1.cmp5198;c_sym_1.smb;001;;NO;;;;;;
C0F16;1267370010;sht3.cmp1743;c_sym_1.smb;003;;NO;;;;;;
C0F27;1267370010;sht2.cmp2751;c_sym_1.smb;002;;NO;;;;;;
C0F28;1267370010;sht2.cmp2472;c_sym_1.smb;002;;NO;;;;;;
C0F29;1267370010;sht4.cmp678;c_sym_1.smb;004;;NO;;;;;;
C0F30;1267370010;sht9.cmp1206;c_sym_1.smb;009;;NO;;;;;;
C0F31;1267370902;sht9.cmp981;c_sym_1.smb;009;;NO;;;;;;
C0F32;1267370010;sht2.cmp2666;c_sym_1.smb;002;;NO;;;;;;
C0F33;1267370010;sht4.cmp762;c_sym_1.smb;004;;NO;;;;;;
C0F34;1267370902;sht9.cmp1021;c_sym_1.smb;009;;NO;;;;;;
C0F35;1267370010;sht2.cmp2541;c_sym_1.smb;002;;NO;;;;;;
C0F36;1267370010;sht2.cmp2523;c_sym_1.smb;002;;NO;;;;;;
C0F37;1267370010;sht2.cmp2476;c_sym_1.smb;002;;NO;;;;;;
C0F38;1267370010;sht4.cmp761;c_sym_1.smb;004;;NO;;;;;;
C0F39;1267370902;sht9.cmp1340;c_sym_1.smb;009;;NO;;;;;;
C0F40;8909004937;sht9.cmp1020;c_sym_1.smb;009;;NO;;;;;;
C0F41;1267370902;sht5.cmp1018;c_sym_1.smb;005;;NO;;;;;;
C0F42;1267370010;sht5.cmp1024;c_sym_1.smb;005;;NO;;;;;;
C0F43;1267370010;sht4.cmp1032;c_sym_1.smb;004;;NO;;;;;;
C0F44;1267370902;sht9.cmp1333;c_sym_1.smb;009;;NO;;;;;;
C0F45;1267370010;sht9.cmp974;c_sym_1.smb;009;;NO;;;;;;
C0F51;1267362133;sht1.cmp4772;c_sym_1.smb;001;;NO;;;;;;
C0F52;1267370008;sht9.cmp1767;c_sym_1.smb;009;;NO;;;;;;
C0F53;1267370010;sht13.cmp1831;c_sym_1.smb;013;;NO;;;;;;
C0F54;1267370010;sht11.cmp2861;c_sym_1.smb;011;;NO;;;;;;
C0F55;1267370010;sht11.cmp2863;c_sym_1.smb;011;;NO;;;;;;
C1720A;1267370670;sht6.cmp947;c_sym_1.smb;006;;NO;;;;;;
C1725A;1267370670;sht6.cmp948;c_sym_1.smb;006;;NO;;;;;;
C3022A;1267362205;sht1.cmp5184;c_sym_1.smb;001;;NO;;;;;;
C3022B;1267362205;sht1.cmp5185;c_sym_1.smb;001;;NO;;;;;;
C3022C;1267362205;sht1.cmp5187;c_sym_1.smb;001;;NO;;;;;;
C3022D;1267362205;sht1.cmp5188;c_sym_1.smb;001;;NO;;;;;;
C3022E;1267362205;sht1.cmp5191;c_sym_1.smb;001;;YES;;;;;;
C3597B;1267373112;sht1.cmp4595;elko_sym_1.smb;001;;NO;;;;;;
D1100;1267375400;sht7.cmp1885;doppel_suppressor_bidirekt_sdsym_1.smb;007;;YES;;;;;;
D1101;1267375400;sht7.cmp1889;doppel_suppressor_bidirekt_sdsym_1.smb;007;;YES;;;;;;
D1102;1267375122;sht7.cmp2028;bas40w_sym_1.smb;007;;YES;;;;;;
D1150;1267375400;sht8.cmp1894;doppel_suppressor_bidirekt_sdsym_1.smb;008;;YES;;;;;;
D1151;1267375400;sht8.cmp1899;doppel_suppressor_bidirekt_sdsym_1.smb;008;;YES;;;;;;
D1720;1267375400;sht6.cmp1143;doppel_suppressor_bidirekt_sdsym_1.smb;006;;YES;;;;;;
D2134;1267375400;sht9.cmp1610;doppel_suppressor_bidirekt_sdsym_1.smb;009;;YES;;;;;;
D2150;1267375400;sht9.cmp1609;doppel_suppressor_bidirekt_sdsym_1.smb;009;;NO;;;;;;
D3000;1267375127;sht1.cmp5119;schottky_sym_1.smb;001;;NO;;;;;;
D3011;1267375304;sht1.cmp5120;schottky_sym_1.smb;001;;NO;;;;;;
D3012;1267375404;sht1.cmp5121;suppressor_sym_1.smb;001;;NO;;;;;;
D3020;1267375127;sht1.cmp5122;schottky_sym_1.smb;001;;NO;;;;;;
D3022;1267375139;sht1.cmp5077;master_doppeldiode4_sym_1.smb;001;;NO;;;;;;
D3023;1267375139;sht1.cmp5076;master_doppeldiode4_sym_1.smb;001;;NO;;;;;;
D3024;1267375140;sht1.cmp5075;master_doppeldiode1_sym_2.smb;001;;NO;;;;;;
D3161;1267375140;sht2.cmp2381;master_doppeldiode1_sym_1.smb;002;;NO;;;;;;
D3162;1267375140;sht2.cmp2384;master_doppeldiode1_sym_1.smb;002;;NO;;;;;;
D3163;1267375140;sht2.cmp2380;master_doppeldiode1_sym_1.smb;002;;NO;;;;;;
D3170;1267375400;sht3.cmp2037;doppel_suppressor_bidirekt_sdsym_1.smb;003;;YES;;;;;;
D3508;1267375118;sht2.cmp2719;master_diode_sym_1.smb;002;;YES;;;;;;
D3591;1267375092;sht4.cmp1105;master_doppeldiode6_sym_1.smb;004;;NO;;;;;;
D4550;1267375400;sht3.cmp1946;doppel_suppressor_bidirekt_sdsym_1.smb;003;;YES;;;;;;
D4560;1267375092;sht3.cmp1912;master_doppeldiode6_sym_1.smb;003;;NO;;;;;;
D4570;1267375092;sht3.cmp1654;master_doppeldiode6_sym_1.smb;003;;NO;;;;;;
D4740;1267375400;sht3.cmp1874;doppel_suppressor_bidirekt_sdsym_1.smb;003;;YES;;;;;;
D5120;1267375300;sht10.cmp3273/sht2.cmp3531;schottky_sym_1.smb;010;;NO;;;;;;
D6002;1267375143;sht11.cmp2567;master_diode_sym_1.smb;011;;NO;;;;;;
D6003;1267375072;sht11.cmp2704;master_diode_sym_1.smb;011;;NO;;;;;;
D6004;1267375143;sht11.cmp2550;master_diode_sym_1.smb;011;;NO;;;;;;
D6006;1267375143;sht11.cmp2885;master_diode_sym_1.smb;011;;NO;;;;;;
D6007;1267375143;sht11.cmp2804;master_diode_sym_1.smb;011;;NO;;;;;;
D6008;1267375155;sht11.cmp2837;master_diode_sym_1.smb;011;;NO;;;;;;
D6009;1267375143;sht11.cmp2706;master_diode_sym_1.smb;011;;NO;;;;;;
D6010;1267375155;sht11.cmp2857;master_diode_sym_1.smb;011;;NO;;;;;;
D6012;1267375155;sht11.cmp2845;master_diode_sym_1.smb;011;;NO;;;;;;
D6052;1267375072;sht12.cmp2103;master_diode_sym_1.smb;012;;NO;;;;;;
D6053;1267375143;sht12.cmp2123;master_diode_sym_1.smb;012;;NO;;;;;;
D6055;1267375143;sht12.cmp2188;master_diode_sym_1.smb;012;;NO;;;;;;
D6056;1267375143;sht12.cmp2236;master_diode_sym_1.smb;012;;NO;;;;;;
D6057;1267375143;sht12.cmp2193;master_diode_sym_1.smb;012;;NO;;;;;;
D6060;1267375155;sht12.cmp2242;master_diode_sym_1.smb;012;;NO;;;;;;
D6061;1267375143;sht12.cmp2191;master_diode_sym_1.smb;012;;NO;;;;;;
D6062;1267375143;sht12.cmp2227;master_diode_sym_1.smb;012;;NO;;;;;;
D6063;1267375143;sht12.cmp2202;master_diode_sym_1.smb;012;;NO;;;;;;
D6064;1267375143;sht12.cmp2217;master_diode_sym_1.smb;012;;NO;;;;;;
D6066;1267375118;sht2.cmp2691;master_diode_sym_1.smb;002;;NO;;;;;;
D6701;1267375143;sht13.cmp2062;master_diode_sym_1.smb;013;;NO;;;;;;
D6702;1267375143;sht13.cmp2063;master_diode_sym_1.smb;013;;NO;;;;;;
D6705;1267375118;sht13.cmp1741;master_diode_sym_1.smb;013;;NO;;;;;;
D6706;1267375118;sht13.cmp1919;master_diode_sym_1.smb;013;;NO;;;;;;
D6707;1267375118;sht13.cmp1723;master_diode_sym_1.smb;013;;NO;;;;;;
D6961;1267375410;sht15.cmp3257;suppressor_sym_1.smb;015;;NO;;;;;;
D6982;1267375406;sht15.cmp3267;suppressor_sym_1.smb;015;;NO;;;;;;
D6983;1267375406;sht15.cmp3302;suppressor_sym_1.smb;015;;NO;;;;;;
D6984;1267375406;sht15.cmp3279;suppressor_sym_1.smb;015;;NO;;;;;;
D8180;1267375143;sht15.cmp3468;master_diode_sym_1.smb;015;;NO;;;;;;
D8430;1267375264;sht9.cmp1582;mmbz33va_sym_1.smb;009;;NO;;;;;;
D9500;1267375137;sht16.cmp4924;master_doppeldiode1_sym_1.smb;016;;NO;;;;;;
D9600;1267375137;sht16.cmp4600;master_doppeldiode1_sym_1.smb;016;;NO;;;;;;
D9610;1267375143;sht16.cmp4615;master_diode_sym_1.smb;016;;NO;;;;;;
D9615;1267375143;sht16.cmp4402;master_diode_sym_1.smb;016;;NO;;;;;;
D9620;1267375143;sht16.cmp4502;master_diode_sym_1.smb;016;;NO;;;;;;
D9630;1267375137;sht16.cmp4612;master_doppeldiode1_sym_1.smb;016;;NO;;;;;;
D9640;1267375143;sht16.cmp4428;master_diode_sym_1.smb;016;;NO;;;;;;
D9645;1267375143;sht16.cmp4520;master_diode_sym_1.smb;016;;NO;;;;;;
D9650;1267375143;sht16.cmp4351;master_diode_sym_1.smb;016;;NO;;;;;;
DN4590;1267375093;sht3.cmp2039;baw56w_sym_1.smb;003;;YES;;;;;;
L1100;8908018026;sht7.cmp1702;l_sym_1.smb;007;;YES;;;;;;
