reference;partName;_HID;symbolName;sheetNumber;_DEST;noMount;trimOption;nominal_value;dim_nominal_value;ref_voltage_divider;fac_voltage_divider;des_voltage_divider
R6002;1267362726;sht11.cmp2612;r_sym_1.smb;011;;NO;;;;;;
R6020;1267368007;sht2.cmp2695;r_sym_1.smb;002;;YES;;;;;;
R6051;1267362726;sht12.cmp2018;r_sym_1.smb;012;;NO;;;;;;
R6052;1267362726;sht12.cmp2006;r_sym_1.smb;012;;NO;;;;;;
R6053;1267361572;sht12.cmp1941;r_sym_1.smb;012;;NO;;;;;;
R6059;1267360856;sht11.cmp2566;r_sym_1.smb;011;;NO;;;;;;
R6066;1267360858;sht2.cmp2754;r_sym_1.smb;002;;NO;;;;;;
R6210;1267360704;sht11.cmp2693;rshunt_1_sym_1.smb;011;;NO;;;;;;
R6226;1267361535;sht11.cmp2739;r_sym_1.smb;011;;NO;;;;;;
R6230;1267360799;sht11.cmp2800;rshunt_1_sym_1.smb;011;;NO;;;;;;
R6235;1267361512;sht11.cmp2825;r_sym_1.smb;011;;YES;;;;;;
R6236;1267361537;sht11.cmp2811;r_sym_1.smb;011;;YES;;;;;;
R6240;1267360704;sht12.cmp2094;rshunt_1_sym_1.smb;012;;NO;;;;;;
R6246;1267361537;sht12.cmp2090;r_sym_1.smb;012;;NO;;;;;;
R6250;1267360799;sht12.cmp2152;rshunt_1_sym_1.smb;012;;NO;;;;;;
R6255;1267361512;sht12.cmp2134;r_sym_1.smb;012;;YES;;;;;;
R6256;1267361537;sht12.cmp2130;r_sym_1.smb;012;;YES;;;;;;
R6260;1267360799;sht13.cmp2122;rshunt_1_sym_1.smb;013;;NO;;;;;;
R6266;1267361537;sht13.cmp1797;r_sym_1.smb;013;;YES;;;;;;
R6270;1267360799;sht13.cmp2121;rshunt_1_sym_1.smb;013;;NO;;;;;;
R6276;1267361537;sht13.cmp1773;r_sym_1.smb;013;;YES;;;;;;
R6723;1267361538;sht13.cmp1836;r_sym_1.smb;013;;NO;;;;;;
R6724;1267361538;sht13.cmp1767;r_sym_1.smb;013;;NO;;;;;;
R6755;1267361572;sht13.cmp2358;r_sym_1.smb;013;;NO;;;;;;
R6940;1267361541;sht15.cmp3470;r_sym_1.smb;015;;NO;;;;;;
R6941;1267361541;sht15.cmp3433;r_sym_1.smb;015;;NO;;;;;;
R6942;1267361545;sht15.cmp3436;r_sym_1.smb;015;;NO;;;;;;
R6943;1267360853;sht15.cmp3443;r_sym_1.smb;015;;NO;;;;;;
R6944;1267360861;sht15.cmp3466;r_sym_1.smb;015;;NO;;;;;;
R6945;1267361535;sht15.cmp3458;r_sym_1.smb;015;;NO;;;;;;
R6948;1267361541;sht15.cmp3448;r_sym_1.smb;015;;NO;;;;;;
R6949;1267361535;sht15.cmp3439;r_sym_1.smb;015;;NO;;;;;;
R6958;1267362129;sht15.cmp3437;r_sym_1.smb;015;;NO;;;;;;
R6960;1267361541;sht15.cmp3304;r_sym_1.smb;015;;NO;;;;;;
R6961;1267361541;sht15.cmp3274;r_sym_1.smb;015;;NO;;;;;;
